type,space,price,area_price,address,metro,subtitle,date,source
3-к. квартира,59,16 400 000₽,,"ул. Турку, 20к1","Международная ,11–15 мин.",,24 января 23:57,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_598_m_59_et._7876729375?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
Квартира-студия,20 м²,5 490 000₽,,"Лиговский пр-т, 63","Площадь Восстания ,6–10 мин.",,2 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_20_m_37_et._7938563452?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
1-к. квартира,40 м²,8 200 000₽,,"ул. Ушинского, 37к1","Гражданский проспект ,6–10 мин.",,3 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_40_m_1216_et._7906669648?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
2-к. квартира,44,4 300 000₽,,,,,13 часов назад,https://www.avito.ru/sankt-peterburg_krasnoye_selo/kvartiry/2-k._kvartira_441_m_35_et._7961565550?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
2-к. апартаменты,66,19 900 000₽,,"Новая ул., 51к72","Беговая ,от 31 мин.",,4 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._apartamenty_667_m_23_et._7802386461?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
1-к. апартаменты,36,6 846 907₽,,,"Улица Дыбенко ,21–30 мин.",,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._apartamenty_361_m_311_et._2488386636?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
3-к. квартира,61,6 900 000₽,,,,,2 часа назад,https://www.avito.ru/sankt-peterburg_krasnoye_selo/kvartiry/3-k._kvartira_616_m_29_et._7879135577?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
3-к. квартира,61,16 000 000₽,,"Манежный пер., 15-17","Чернышевская ,до 5 мин.",,8 октября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_618_m_25_et._7660683390?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
2-к. квартира,72,28 900 000₽,,"ул. Александра Матросова, 3","Лесная ,11–15 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_724_m_29_et._7928861846?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
Апартаменты-студия,12,5 450 000₽,,"Заставская ул., 33с3","Московские ворота ,до 5 мин.",,3 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_125_m_44_et._7876890258?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
Квартира-студия,17,4 800 000₽,,"Пискарёвский пр-т, 165к1","Академическая ,от 31 мин.",,8 марта 2024,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_176_m_313_et._3744254605?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
Квартира-студия,29,12 220 000₽,,"пр-т Чернышевского, 9","Чернышевская ,до 5 мин.",,12 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_295_m_24_et._7877731231?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
2-к. квартира,56 м²,13 960 000₽,,"Ленинский пр-т, 74к3","Юго-Западная ,21–30 мин.",,2 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_56_m_1822_et._7958485088?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
2-к. квартира,63,18 550 000₽,,"ул. Руднева, д. 15, лит. Д","Проспект Просвещения ,21–30 мин.",,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_634_m_113_et._7687497636?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
Квартира-студия,25,6 300 000₽,,"Орбитальная ул., 7к1",,,7 часов назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_255_m_35_et._7892791708?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
1-к. квартира,38,10 980 000₽,,"Лабораторный пр-т, 23","Лесная ,21–30 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_388_m_714_et._7910160737?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
1-к. квартира,31,6 950 000₽,,"Ленинский пр-т, 170","Московская ,6–10 мин.",,Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_312_m_25_et._8045650082?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
3-к. квартира,86 м²,14 500 000₽,,"пос. Шушары, Новгородский пр-т, 10","Купчино ,от 31 мин.",,27 апреля 2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_86_m_1924_et._7314259820?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
Квартира-студия,17,3 600 000₽,,"Кондратьевский пр-т, 54","Выборгская ,от 31 мин.",,Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_172_m_15_et._7946675639?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
Квартира-студия,23 м²,8 000 000₽,,"Новолитовская ул., 4","Лесная ,6–10 мин.",,10 апреля 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_23_m_724_et._7309173114?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
3-к. квартира,80 м²,57 700 000₽,,"Петровский пр-т, 9к2","Крестовский остров ,16–20 мин.",,22 августа 2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_80_m_39_et._7593614643?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
1-к. квартира,34,6 650 000₽,,"Пейзажная ул., 10","Гражданский проспект ,от 31 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_345_m_1325_et._7966946726?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
Квартира-студия,27 м²,11 300 000₽,,"Большая Московская ул., 5","Владимирская ,до 5 мин.",,17 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_27_m_24_et._7784014413?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
1-к. квартира,34,9 600 000₽,,"Болотная ул., 11","Площадь Мужества ,6–10 мин.",,Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_342_m_212_et._7902213044?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
3-к. квартира,85,22 972 127₽,,"ш. Суздальское, корп. 5.3.1","Проспект Просвещения ,от 31 мин.",,,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_854_m_1025_et._3878854425?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
3-к. квартира,86 м²,14 500 000₽,,"пос. Шушары, Новгородский пр-т, 10","Купчино ,от 31 мин.",,27 апреля 2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_86_m_1924_et._7314259820?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
Квартира-студия,17,3 600 000₽,,"Кондратьевский пр-т, 54","Выборгская ,от 31 мин.",,Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_172_m_15_et._7946675639?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
Квартира-студия,23,4 203 443₽,,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_236_m_1921_et._7406178441?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
Квартира-студия,23 м²,8 000 000₽,,"Новолитовская ул., 4","Лесная ,6–10 мин.",,10 апреля 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_23_m_724_et._7309173114?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
Квартира-студия,27 м²,11 300 000₽,,"Большая Московская ул., 5","Владимирская ,до 5 мин.",,17 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_27_m_24_et._7784014413?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
1-к. квартира,34,9 600 000₽,,"Болотная ул., 11","Площадь Мужества ,6–10 мин.",,Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_342_m_212_et._7902213044?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
1-к. квартира,42,8 700 000₽,,"ул. Шотмана, 7к1","Улица Дыбенко ,11–15 мин.",,23 января 15:11,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_429_m_29_et._7860270832?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
Квартира-студия,18 м²,5 000 000₽,,"Невский пр-т, 139","Площадь А. Невского II ,6–10 мин.",,Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_18_m_25_et._7991079627?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
2-к. квартира,57,12 990 000₽,,"ул. Бонч-Бруевича, 2/3","Чернышевская ,21–30 мин.",,8 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_571_m_55_et._7804062275?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
2-к. квартира,45,7 990 000₽,,"Шуваловский пр-т, 63к4","Комендантский проспект ,от 31 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_455_m_610_et._7987632539?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
Квартира-студия,29 м²,7 200 000₽,,"ул. Ушинского, 33к3","Гражданский проспект ,6–10 мин.",,24 января 17:22,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_29_m_1117_et._7867566252?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
2-к. квартира,60,12 990 000₽,,"Витебская ул., 31","Балтийская ,21–30 мин.",,21 января 15:21,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_607_m_23_et._7828435411?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
2-к. квартира,63,15 500 000₽,,"ул. Димитрова, 3к1","Проспект Славы ,21–30 мин.",,25 ноября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_632_m_819_et._7724379006?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
1-к. квартира,30,7 050 000₽,,"Кузнецовская ул., 4","Электросила ,16–20 мин.",,6 мая 2024,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_306_m_55_et._4087594315?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
2-к. квартира,67,18 144 000₽,,"Серебристый б-р, 18к1","Пионерская ,11–15 мин.",,19 ноября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_672_m_36_et._7771402032?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
2-к. квартира,45 м²,7 150 000₽,,"Новоизмайловский пр-т, 38к2","Московская ,11–15 мин.",,26 февраля 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45_m_15_et._4938260737?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
3-к. квартира,80 м²,57 700 000₽,,"Петровский пр-т, 9к2","Крестовский остров ,16–20 мин.",,22 августа 2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_80_m_39_et._7593614643?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
1-к. квартира,42 м²,8 400 000₽,,"городской пос. Новоселье, Невская ул., 5/7",,,12 июня 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_42_m_29_et._7445136256?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
2-к. квартира,49 м²,9 500 000₽,,"Малая Карпатская ул., 15","Дунайская ,11–15 мин.",,3 февраля 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_49_m_712_et._4672003289?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
1-к. квартира,35 м²,11 000 000₽,,"ул. Крыленко, 6к4","Улица Дыбенко ,21–30 мин.",,3 часа назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_35_m_324_et._7918257709?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
3-к. квартира,85,22 972 127₽,,"ш. Суздальское, корп. 5.3.1","Проспект Просвещения ,от 31 мин.",,,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_854_m_1025_et._3878854425?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
Квартира-студия,24 м²,5 100 000₽,,"пр-т Ветеранов, 171к5",,,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_24_m_612_et._7938193796?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
2-к. квартира,95,27 900 000₽,,"пр-т Энгельса, 93","Удельная ,11–15 мин.",,6 февраля 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_952_m_1825_et._4763396464?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
2-к. квартира,58,13 300 000₽,,"ул. Маршала Захарова, 36","Юго-Западная ,21–30 мин.",,18 октября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_585_m_812_et._7707173320?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
5-к. квартира,283,140 000 000₽,,"Наличная ул., 26к4","Приморская ,11–15 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/5-k._kvartira_2834_m_1516_et._7930745687?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
1-к. квартира,37,10 300 000₽,,"пр-т Авиаконструкторов, 54","Комендантский проспект ,от 31 мин.",,22 ноября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_379_m_712_et._7839744897?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
2-к. квартира,61,15 000 000₽,,"Моравский пер., 3к2","Дунайская ,6–10 мин.",,3 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_613_m_1016_et._7820829300?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
2-к. квартира,63,18 550 000₽,,"ул. Руднева, д. 15, лит. Д","Проспект Просвещения ,21–30 мин.",,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_634_m_113_et._7687497636?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
Квартира-студия,26,8 400 000₽,,"Будапештская ул., 102","Дунайская ,11–15 мин.",,25 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_266_m_827_et._7806101624?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
2-к. квартира,42,9 200 000₽,,"Наличная ул., 35к1","Приморская ,11–15 мин.",,24 января 22:16,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_425_m_55_et._7816755346?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
3-к. квартира,65,12 200 000₽,,"Будапештская ул., 114","Дунайская ,16–20 мин.",,2 февраля 2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_651_m_29_et._4604168363?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
1-к. квартира,35,8 750 000₽,,"Индустриальный пр-т, 12","Проспект Большевиков ,21–30 мин.",,8 июня 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_351_m_322_et._7430048955?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
Квартира-студия,25 м²,6 250 000₽,,"Плесецкая ул., 10","Комендантский проспект ,от 31 мин.",,23 января 17:42,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_25_m_2324_et._7869598648?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
4-к. квартира,49,8 300 000₽,,"ул. Солдата Корзуна, 66","Проспект Ветеранов ,21–30 мин.",,7 часов назад,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_493_m_55_et._7901675481?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
2-к. квартира,59 м²,10 307 772₽,,,"Гражданский проспект ,от 31 мин.",,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_59_m_1124_et._7886108369?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
3-к. квартира,64,15 200 000₽,,"Гражданский пр-т, 19к1","Академическая ,11–15 мин.",,1 час назад,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_646_m_512_et._7920004376?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
1-к. квартира,54,14 690 000₽,,"Зеленогорская ул., 7","Пионерская ,16–20 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_542_m_1824_et._7908241598?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
2-к. квартира,45 м²,6 440 000₽,,"Пражская ул., 37к1","Проспект Славы ,6–10 мин.",,Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45_m_15_et._7908875636?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
3-к. квартира,86,23 999 999₽,,"Комендантский пр-т, 66к1","Комендантский проспект ,от 31 мин.",,7 часов назад,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_868_m_2121_et._7990304126?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
