type,space,price,area_price,address,metro,subtitle,date,source
2-к. квартира,54 м²,10 200 000₽,,"пр-т Ударников, 32к3","Ладожская ,от 31 мин.",,9 января 14:43,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_54_m_69_et._7855758564?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
Квартира-студия,27,7 100 000₽,,"Октябрьская наб., 44","Улица Дыбенко ,21–30 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_274_m_423_et._7899627007?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
2-к. квартира,45 м²,10 150 000₽,,"пр-т Славы, 2к2","Проспект Славы ,16–20 мин.",,7 августа 2023,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45_m_69_et._3325396317?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
1-к. квартира,37,10 600 000₽,,"Серебристый б-р, 38","Пионерская ,16–20 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_376_m_1316_et._7969696654?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
2-к. квартира,69,15 900 000₽,,"Тимуровская ул., 23к1","Гражданский проспект ,11–15 мин.",,20 августа 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_692_m_416_et._7572720716?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
Квартира-студия,33 м²,4 180 000₽,"Арт. 131701181 Предлагается квартира в современном жилом комплексе «В Парголово» — отличное решение для тех, кто ценит пространство, экологию и доступную стоимость квадратного метра.

Преимущества квартиры.
Удобная планировка.
Возможность зонировать пространство.
Отличная цена за м², 125 903₽ за 1м², таких цен не найти.
Хороший вариант как для жизни, так и для долгосрочной инвестиции (квартиры в этом ЖК хорошо сдаются).

О комплексе.
Надёжный застройщик — «Дальпитерстрой».
Дом в городской черте (не область), городская прописка.
Современные подъезды.
Благоустроенные дворы с детскими и спортивными площадками.
Развитая инфраструктура внутри квартала.

Локация.
Выборгский район Санкт-Петербурга.
Спокойный, зелёный, развивающийся микрорайон с удобным выездом на Кад и в сторону центра города.
Рядом — школы, детские сады, магазины, остановки транспорта.

Транспортдо метростанция метро Комендантский проспект.
20–25 минут на автомобиле без пробок.
30–40 минут на общественном транспорте.

Станция метро Проспект Просвещения.
15–20 минут на автомобиле.
20–30 минут на автобусе.

Железнодорожная Станция Парголово.
5–7 минут на автомобиле.
15–20 минут пешком.

Электрички.
До Финляндского вокзала —~20–25 минут.
Удобный способ добраться в центр без пробок за 25 мин.

Автомобиль.
До Кад — (10–15 минут).
Удобный выезд в сторону Суздальского шоссе и Приморского района.
Быстрый доступ к северным пригородам и курортной зоне.

Почему это инвестиционно привлекательно.
Спрос на аренду.
Район активно заселяется.
Близость ж/д станции Парголово — 20–25 минут до центра.
Удобный выезд на Кад.
Стабильный спрос со стороны семей и сотрудников северных районов города.
Доходность (зависит от формата, ориентиры по рынку) студии: 23–28 тыс. /мес.
Потенциал роста цены.
Санкт-Петербург (город, не область).
Развитие инфраструктуры.
Рост стоимости при снижении ипотечной ставки.
Массовый сегмент быстрее восстанавливается после охлаждения рынка.
Ожидаемый рост на цикл 3–5 лет: 15–25% при рыночном сценарии.","пос. Парголово, Тихоокеанская ул., 1к1",,,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_33_m_125_et._7901437011?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
1-к. квартира,35,9 990 000₽,,"ул. Бабушкина, 84к2","Пролетарская ,6–10 мин.",,9 сентября 2022,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_359_m_2326_et._2549834082?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
2-к. квартира,60,23 000 000₽,,"5-я Советская ул., 19","Площадь Восстания ,6–10 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_602_m_26_et._7991182016?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
1-к. квартира,34,10 400 000₽,,"Комендантский пр-т, 66к3","Комендантский проспект ,от 31 мин.",,8 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_347_m_926_et._7773976262?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
3-к. квартира,62,12 200 000₽,,"ул. Олеко Дундича, 25к2","Дунайская ,11–15 мин.",,21 октября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_625_m_512_et._7727872475?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
1-к. апартаменты,26,5 100 000₽,,"ул. Хошимина, 16","Проспект Просвещения ,6–10 мин.",,5 августа 2024,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._apartamenty_269_m_416_et._4086009341?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
Апартаменты-студия,25 м²,7 300 000₽,,"Киевская ул., 5к6","Фрунзенская ,11–15 мин.",,24 ноября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_25_m_49_et._7817002868?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
2-к. квартира,56,13 900 000₽,,"Гражданский пр-т, 105к1","Гражданский проспект ,11–15 мин.",,9 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_566_m_89_et._7840369041?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
3-к. квартира,69,10 800 000₽,,"пр-т Ударников, 43к2","Ладожская ,от 31 мин.",,6 января 10:17,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_696_m_212_et._7868415111?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
1-к. квартира,34,8 700 000₽,,"1-й Предпортовый пр., 14","Московская ,16–20 мин.",,9 октября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_349_m_213_et._7684869782?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
2-к. квартира,39 м²,7 500 000₽,,"ул. Антонова-Овсеенко, 19к5","Улица Дыбенко ,6–10 мин.",,17 декабря 2021,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_39_m_15_et._2295376355?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
1-к. квартира,38,5 800 000₽,,"пос. Шушары, территория Славянка, Ростовская ул., 4к7",,,28 июня 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_385_m_15_et._7460671073?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
1-к. квартира,34 м²,8 850 000₽,,"ул. Адмирала Черокова, 18к1",,,7 ноября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_34_m_112_et._7747441838?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
2-к. квартира,47 м²,4 800 000₽,,"территория Горелово, Константиновский пер., 17",,,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_47_m_33_et._7930193721?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
Квартира-студия,24,6 500 000₽,,"Плесецкая ул., 20к1","Комендантский проспект ,от 31 мин.",,26 февраля 2020,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_246_m_625_et._1880183062?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
1-к. квартира,32,5 750 000₽,,"ул. Козлова, 39к1","Проспект Ветеранов ,21–30 мин.",,24 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_326_m_89_et._7909633732?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
Квартира-студия,23,5 300 000₽,,"пос. Шушары, Московское ш., 262к1",,,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_239_m_1011_et._7973486440?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
1-к. квартира,31 м²,6 600 000₽,,"Серебристый б-р, 16к1","Пионерская ,11–15 мин.",,20 января 11:10,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_31_m_69_et._7941343928?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
Квартира-студия,27,4 890 000₽,,"городской пос. Новоселье, Парадная ул., 2/13",,,30 декабря 2023,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_278_m_1212_et._3763510665?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
3-к. квартира,79 м²,18 400 000₽,,"Южное ш., 45к3","Проспект Славы ,16–20 мин.",,19 января 12:27,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_79_m_225_et._7854790916?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
2-к. квартира,64 м²,18 000 000₽,,"Арцеуловская аллея, 19",,,12 апреля 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_64_m_818_et._7290296231?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
3-к. квартира,58,11 500 000₽,,"пр-т Науки, 2","Политехническая ,11–15 мин.",,22 июня 2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_586_m_19_et._7472667342?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
Квартира-студия,30 м²,8 500 000₽,,"Дизельный пр., 11к2","Звёздная ,21–30 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_30_m_718_et._7939007449?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
1-к. квартира,38,9 300 000₽,,"пр-т Героев, 18",,,6 сентября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_383_m_623_et._7643539256?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
1-к. квартира,31 м²,9 250 000₽,,"Арцеуловская аллея, 21",,,Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_31_m_825_et._7961397477?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
3-к. квартира,79,13 000 000₽,,"Муринская дорога, 84","Девяткино ,16–20 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_799_m_318_et._7870220820?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
2-к. квартира,59,12 600 000₽,,"пос. Парголово, Заречная ул., 19к1","Парнас ,11–15 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_594_m_1319_et._7920776264?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
3-к. квартира,60,10 800 000₽,,"пр-т Художников, 34/12","Проспект Просвещения ,16–20 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_603_m_89_et._7990127878?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
1-к. квартира,43,10 600 000₽,,"2-я Жерновская ул., 29к1",,,10 января 13:18,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_431_m_27_et._7806326937?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
1-к. квартира,32,8 600 000₽,,"Светлановский пр-т, 37","Политехническая ,16–20 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_321_m_910_et._7939202307?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
1-к. квартира,40 м²,11 999 000₽,,"Приморский пр-т, 157к2","Беговая ,6–10 мин.",,2 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_40_m_612_et._7929462056?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
2-к. квартира,45,11 250 000₽,,"Северный пр-т, 24к1","Озерки ,21–30 мин.",,1 неделю назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_451_m_29_et._7973389268?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
2-к. квартира,47,7 500 000₽,,"Петергофское ш., 1к1","Юго-Западная ,21–30 мин.",,14 ноября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_477_m_89_et._7724547072?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
3-к. квартира,56,8 400 000₽,,"пр-т Металлистов, 77","Выборгская ,от 31 мин.",,24 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_562_m_55_et._7788474933?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
1-к. квартира,37,9 590 000₽,,"пос. Парголово, Заречная ул., 13к3","Парнас ,16–20 мин.",,20 января 11:35,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_377_m_1919_et._7816729060?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
1-к. квартира,36,7 700 000₽,,"ул. Хошимина, 11к3","Проспект Просвещения ,6–10 мин.",,24 ноября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_368_m_89_et._7818853186?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
2-к. квартира,66,15 000 000₽,,"ул. Маршала Казакова, 12к4","Юго-Западная ,6–10 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_668_m_211_et._7931919639?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLcE96c2ZZWml6M2U3MDJKIjt9Ib-38z8AAAA
2-к. квартира,59,12 600 000₽,,"пос. Парголово, Заречная ул., 19к1","Парнас ,11–15 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_594_m_1319_et._7920776264?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIwMk5wQnVabGpDR1FnNE1WIjt9JkdWvD8AAAA
3-к. квартира,79,13 000 000₽,,"Муринская дорога, 84","Девяткино ,16–20 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_799_m_318_et._7870220820?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIwMk5wQnVabGpDR1FnNE1WIjt9JkdWvD8AAAA
1-к. квартира,32,8 600 000₽,,"Светлановский пр-т, 37","Политехническая ,16–20 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_321_m_910_et._7939202307?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIwMk5wQnVabGpDR1FnNE1WIjt9JkdWvD8AAAA
1-к. квартира,43,10 600 000₽,,"2-я Жерновская ул., 29к1",,,10 января 13:18,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_431_m_27_et._7806326937?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIwMk5wQnVabGpDR1FnNE1WIjt9JkdWvD8AAAA
1-к. квартира,40 м²,11 999 000₽,,"Приморский пр-т, 157к2","Беговая ,6–10 мин.",,2 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_40_m_612_et._7929462056?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIwMk5wQnVabGpDR1FnNE1WIjt9JkdWvD8AAAA
2-к. квартира,45,11 250 000₽,,"Северный пр-т, 24к1","Озерки ,21–30 мин.",,1 неделю назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_451_m_29_et._7973389268?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIwMk5wQnVabGpDR1FnNE1WIjt9JkdWvD8AAAA
2-к. квартира,47,7 500 000₽,,"Петергофское ш., 1к1","Юго-Западная ,21–30 мин.",,14 ноября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_477_m_89_et._7724547072?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIwMk5wQnVabGpDR1FnNE1WIjt9JkdWvD8AAAA
Квартира-студия,24,6 500 000₽,,"Плесецкая ул., 20к1","Комендантский проспект ,от 31 мин.",,26 февраля 2020,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_246_m_625_et._1880183062?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIwMk5wQnVabGpDR1FnNE1WIjt9JkdWvD8AAAA
3-к. квартира,56,8 400 000₽,,"пр-т Металлистов, 77","Выборгская ,от 31 мин.",,24 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_562_m_55_et._7788474933?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIwMk5wQnVabGpDR1FnNE1WIjt9JkdWvD8AAAA
1-к. квартира,37,9 590 000₽,,"пос. Парголово, Заречная ул., 13к3","Парнас ,16–20 мин.",,20 января 11:35,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_377_m_1919_et._7816729060?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIwMk5wQnVabGpDR1FnNE1WIjt9JkdWvD8AAAA
1-к. квартира,36,7 700 000₽,,"ул. Хошимина, 11к3","Проспект Просвещения ,6–10 мин.",,24 ноября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_368_m_89_et._7818853186?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIwMk5wQnVabGpDR1FnNE1WIjt9JkdWvD8AAAA
2-к. квартира,66,15 000 000₽,,"ул. Маршала Казакова, 12к4","Юго-Западная ,6–10 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_668_m_211_et._7931919639?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIwMk5wQnVabGpDR1FnNE1WIjt9JkdWvD8AAAA
1-к. квартира,30,5 200 000₽,,,,,7 дней назад,https://www.avito.ru/sankt-peterburg_lomonosov/kvartiry/1-k._kvartira_302_m_55_et._7878996578?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIwMk5wQnVabGpDR1FnNE1WIjt9JkdWvD8AAAA
3-к. квартира,59 м²,10 100 000₽,,"Гражданский пр-т, 31к1","Академическая ,6–10 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_59_m_49_et._7947215347?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIwMk5wQnVabGpDR1FnNE1WIjt9JkdWvD8AAAA
1-к. квартира,41 м²,8 750 000₽,,"Малая Балканская ул., 50к2","Дунайская ,16–20 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_41_m_110_et._7879842809?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIwMk5wQnVabGpDR1FnNE1WIjt9JkdWvD8AAAA
1-к. квартира,31 м²,6 500 000₽,,"ул. Шелгунова, 8","Пролетарская ,6–10 мин.",,23 января 13:54,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_31_m_45_et._7927489342?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIwMk5wQnVabGpDR1FnNE1WIjt9JkdWvD8AAAA
3-к. квартира,65,7 699 000₽,,"Октябрьская наб., 122к2","Обухово ,от 31 мин.",,13 января 16:58,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_653_m_15_et._7882504860?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIwMk5wQnVabGpDR1FnNE1WIjt9JkdWvD8AAAA
